listener_pseudonym,listener_age,listener_gender,listener_language,sample_heard,speaker_ID,speaker_pseudonym,speaker_gender,speaker_age,unsympathisch,sicher,attraktiv,verstaendnislos,unentschieden,unaufdringlich,distanziert,gelangweilt,emotional,nicht_genervt,aktiv,angenehm,charakterlos,gesellig,entspannt,mitfuehlend,dominant,unaffektiert,herzlich,alt,unsachlich,ruhig,inkompetent,haesslich,freundlich,maennlich,gehorsam,gleichgueltig,interessant,zynisch,aufgesetzt,intelligent,kindlich,bescheiden
Rater043,26,male,Deutsch,m165_fivecays_stimulus.wav,165,fivecays,male,27,41,83,53,30,31,64,23,28,46,66,78,84,22,70,62,78,68,58,81,83,35,73,39,47,89,93,63,38,44,42,73,67,11,57
Rater043,26,male,Deutsch,m176_nouadhibou_stimulus.wav,176,nouadhibou,male,25,31,70,44,42,31,44,36,19,44,70,76,58,54,82,43,38,66,63,66,13,34,28,37,56,53,67,60,43,42,45,56,46,83,62
Rater043,26,male,Deutsch,m178_ouagadougou_stimulus.wav,178,ouagadougou,male,30,39,58,56,26,43,37,60,54,56,43,29,45,44,56,46,64,25,45,58,34,40,45,47,39,54,32,36,42,66,41,53,54,58,47
Rater043,26,male,Deutsch,m182_cetinje_stimulus.wav,182,cetinje,male,24,41,77,60,38,33,42,37,33,68,79,79,62,32,83,63,77,61,66,83,36,62,40,57,42,68,78,37,23,70,43,26,55,42,29
Rater043,26,male,Deutsch,m194_harare_stimulus.wav,194,harare,male,23,84,65,18,68,32,31,75,62,31,26,62,29,68,15,70,16,55,65,21,38,25,83,27,73,42,67,72,57,4,62,66,61,44,58
Rater043,26,male,Deutsch,m198_khujand_stimulus.wav,198,khujand,male,26,55,72,44,77,5,44,80,17,32,43,72,40,70,22,67,33,62,81,24,53,20,75,32,52,46,86,24,78,43,59,75,76,14,47
Rater043,26,male,Deutsch,m206_yerevan_stimulus.wav,206,yerevan,male,27,36,45,61,34,60,70,34,26,60,70,43,66,62,71,76,59,44,68,72,42,43,76,39,37,78,56,66,54,57,31,61,54,64,73
Rater043,26,male,Deutsch,m207_birkirkara_stimulus.wav,207,birkirkara,male,25,12,26,57,35,73,70,58,61,36,46,32,54,43,70,66,41,42,63,35,63,24,56,44,30,54,59,61,47,40,35,38,61,44,44
Rater043,26,male,Deutsch,m233_buenosaires_stimulus.wav,233,buenosaires,male,24,57,17,40,46,87,70,40,24,44,65,55,57,66,67,62,37,24,65,57,57,41,46,41,64,63,66,62,63,18,35,43,30,61,56
Rater043,26,male,Deutsch,m250_quetzaltenango_stimulus.wav,250,quetzaltenango,male,22,55,28,17,45,70,81,38,79,31,61,25,46,65,21,59,44,34,68,43,55,63,75,59,68,53,64,63,73,9,62,35,38,28,89
Rater043,26,male,Deutsch,m255_stepanakert_stimulus.wav,255,stepanakert,male,24,41,30,24,38,65,75,63,47,61,59,41,32,57,39,7,60,43,37,58,62,34,32,61,81,66,55,84,37,40,33,71,47,56,67
Rater043,26,male,Deutsch,m298_copenhagen_stimulus.wav,298,copenhagen,male,27,34,24,57,55,56,64,57,42,58,59,45,45,59,38,31,43,61,45,43,59,33,28,39,43,54,71,66,37,43,35,35,41,40,64
Rater043,26,male,Deutsch,w017_brazzaville_stimulus.wav,017,brazzaville,female,29,59,63,65,57,34,65,65,36,38,65,58,72,62,30,61,43,54,62,44,59,38,45,45,34,53,43,70,66,26,31,90,53,40,58
Rater043,26,male,Deutsch,w029_speightstown_stimulus.wav,029,speightstown,female,29,43,40,29,59,60,67,71,61,57,45,43,66,62,38,14,38,35,36,40,56,32,16,66,58,56,37,71,63,29,19,59,46,46,60
Rater043,26,male,Deutsch,w032_cordoba_stimulus.wav,032,cordoba,female,30,90,17,39,39,81,70,81,64,12,44,26,41,42,37,37,33,54,63,31,64,62,67,33,27,41,40,39,75,27,33,28,58,6,46
Rater043,26,male,Deutsch,w060_cairo_stimulus.wav,060,cairo,female,27,30,44,64,40,58,61,55,59,56,75,15,68,43,57,53,68,22,59,59,13,41,67,41,28,70,25,57,39,65,36,32,70,54,79
Rater043,26,male,Deutsch,w063_sanjuan_stimulus.wav,063,sanjuan,female,28,63,45,78,61,67,39,72,43,55,55,70,44,41,73,44,37,63,42,39,30,23,29,37,32,54,5,27,45,64,41,70,67,45,33
Rater043,26,male,Deutsch,w073_bissau_stimulus.wav,073,bissau,female,21,70,53,54,86,43,28,82,79,41,32,69,24,60,59,42,25,68,59,32,54,39,28,40,43,58,27,35,63,40,59,97,52,47,38
Rater043,26,male,Deutsch,w078_roadtown_stimulus.wav,078,roadtown,female,27,64,63,61,64,30,32,70,73,55,58,64,44,39,66,61,37,73,47,57,40,56,40,69,53,40,55,40,58,46,62,61,42,44,31
Rater043,26,male,Deutsch,w099_arequipa_stimulus.wav,099,arequipa,female,24,57,65,61,28,43,74,30,61,61,70,40,66,33,64,72,71,34,40,75,45,34,75,35,42,68,23,62,39,40,30,66,64,40,60
Rater043,26,male,Deutsch,w105_beijing_stimulus.wav,105,beijing,female,30,88,77,25,72,24,64,72,56,31,43,38,33,63,22,60,24,65,81,27,61,36,66,60,69,46,36,35,70,21,69,43,29,12,31
Rater043,26,male,Deutsch,w112_tokyo_stimulus.wav,112,tokyo,female,25,69,41,34,62,68,63,63,43,36,59,60,22,68,23,40,36,32,39,42,43,41,40,55,57,61,39,78,32,35,30,41,40,45,84
Rater043,26,male,Deutsch,w123_dhaka_stimulus.wav,123,dhaka,female,20,32,46,37,34,36,67,28,40,72,76,73,57,28,83,79,57,66,65,64,30,33,39,39,42,43,46,35,47,74,57,30,53,74,15
Rater043,26,male,Deutsch,w140_telaviv_stimulus.wav,140,telaviv,female,24,30,18,78,30,81,42,25,29,59,77,32,62,41,83,20,66,27,38,70,37,82,9,38,60,55,27,79,26,73,16,21,63,78,16
Rater043,26,male,Deutsch,w152_majuro_stimulus.wav,152,majuro,female,22,56,59,30,38,44,88,76,87,27,39,20,43,90,25,58,25,19,76,22,57,35,92,62,55,56,19,86,79,4,23,18,57,29,73
Rater043,26,male,Deutsch,w186_santodomingo_stimulus.wav,186,santodomingo,female,20,59,58,65,60,39,44,65,33,41,68,35,61,61,29,63,30,57,65,16,24,33,60,42,31,20,37,34,65,56,43,32,52,57,36
Rater043,26,male,Deutsch,w187_vale_stimulus.wav,187,vale,female,23,78,22,58,63,45,64,45,39,39,35,38,42,59,45,22,33,19,58,57,55,32,39,62,62,44,34,65,35,38,25,63,42,54,68
Rater043,26,male,Deutsch,w192_gonaives_stimulus.wav,192,gonaives,female,23,44,41,62,40,46,75,44,66,45,68,22,62,67,11,60,66,12,63,56,44,32,62,39,38,75,30,71,66,38,33,31,58,70,83
Rater043,26,male,Deutsch,w205_fortdefrance_stimulus.wav,205,fortdefrance,female,35,46,39,24,33,67,78,54,63,32,60,22,55,64,40,47,44,33,79,43,47,37,42,38,59,56,46,70,54,39,24,45,54,95,81
Rater043,26,male,Deutsch,w257_nasinu_stimulus.wav,257,nasinu,female,25,9,43,58,56,56,34,64,32,30,33,86,77,26,84,44,62,62,41,75,58,59,62,23,12,72,28,39,31,82,60,77,79,30,37
Rater043,26,male,Deutsch,w258_lubumbashi_stimulus.wav,258,lubumbashi,female,24,35,69,64,31,38,43,28,30,60,74,59,68,44,64,72,65,66,70,69,45,37,70,30,33,68,36,37,41,76,41,64,73,67,29
Rater043,26,male,Deutsch,w269_warsaw_stimulus.wav,269,warsaw,female,27,82,53,37,55,48,74,70,95,37,36,25,67,70,27,75,36,38,74,34,54,39,79,69,31,39,35,70,78,24,27,59,45,37,60
Rater043,26,male,Deutsch,w276_yei_stimulus.wav,276,yei,female,27,56,56,41,57,42,44,42,53,37,34,65,31,43,55,66,40,60,64,35,83,42,44,44,69,43,41,35,58,58,64,66,42,8,44
Rater043,26,male,Deutsch,w278_kutaisi_stimulus.wav,278,kutaisi,female,26,64,42,39,61,58,25,41,63,61,36,65,37,34,62,45,60,61,28,63,65,62,32,66,57,58,41,26,44,38,29,79,34,35,58
Rater043,26,male,Deutsch,w300_amsterdam_stimulus.wav,300,amsterdam,female,27,41,7,96,35,90,57,32,40,70,70,30,60,44,63,32,76,9,36,69,25,59,33,66,41,80,5,73,31,63,29,59,58,58,28
Rater044,23,male,Deutsch,m006_rabat_stimulus.wav,006,rabat,male,22,43,43,27,36,64,25,37,32,71,34,71,30,38,36,37,22,64,14,43,34,63,34,82,64,66,59,59,37,71,34,89,31,42,37
Rater044,23,male,Deutsch,m020_edinburghofthesevenseas_stimulus.wav,020,edinburghofthesevenseas,male,31,81,35,36,68,64,72,85,38,26,16,41,40,43,31,24,23,38,76,8,36,35,65,62,62,22,83,62,79,38,40,25,16,37,38
Rater044,23,male,Deutsch,m044_stanley_stimulus.wav,044,stanley,male,27,35,56,69,31,44,33,38,39,21,48,35,63,39,26,33,47,62,70,39,59,31,56,37,43,65,69,42,46,43,56,56,60,22,44
Rater044,23,male,Deutsch,m058_alisabieh_stimulus.wav,058,alisabieh,male,30,66,29,41,69,40,57,76,64,23,39,57,54,64,36,58,24,52,72,27,46,41,71,34,54,38,65,59,70,62,39,26,55,31,41
Rater044,23,male,Deutsch,m085_newyorkcity_stimulus.wav,085,newyorkcity,male,22,33,34,40,35,61,65,32,37,38,65,43,74,57,71,33,67,28,80,76,43,39,30,63,31,67,75,66,43,17,28,31,45,52,43
Rater044,23,male,Deutsch,m096_helsinki_stimulus.wav,096,helsinki,male,21,90,76,28,82,34,24,89,90,13,18,28,1,73,7,70,13,70,93,5,42,27,64,66,87,2,61,35,83,28,70,17,10,44,35
Rater044,23,male,Deutsch,m131_shusha_stimulus.wav,131,shusha,male,27,24,34,60,36,71,48,22,21,79,75,74,66,39,66,16,59,33,82,53,41,59,16,65,36,70,74,70,39,35,27,54,41,47,68
Rater044,23,male,Deutsch,m171_barentsburg_stimulus.wav,171,barentsburg,male,34,95,61,27,87,24,64,99,91,11,6,29,5,68,14,39,5,55,76,9,83,27,75,88,64,2,70,26,94,24,76,20,12,28,42
Rater044,23,male,Deutsch,m203_grytviken_stimulus.wav,203,grytviken,male,25,64,68,57,41,19,27,38,41,52,33,60,32,32,30,70,41,76,39,60,40,34,72,62,59,55,74,24,58,58,76,78,41,45,38
Rater044,23,male,Deutsch,m207_birkirkara_stimulus.wav,207,birkirkara,male,25,53,68,71,37,40,85,35,66,39,70,40,93,14,67,77,39,79,69,61,57,22,67,30,25,55,90,39,44,95,59,45,61,18,28
Rater044,23,male,Deutsch,m225_sokode_stimulus.wav,225,sokode,male,23,40,18,36,17,62,68,37,15,66,79,40,57,81,68,10,63,8,77,58,14,60,6,78,51,86,58,89,35,22,32,60,27,78,71
Rater044,23,male,Deutsch,m242_ecatepec_stimulus.wav,242,ecatepec,male,20,85,64,33,72,35,74,89,85,28,11,69,66,42,25,66,20,79,75,25,43,52,39,41,41,29,68,30,69,78,62,34,43,45,26
Rater044,23,male,Deutsch,m246_bantam_stimulus.wav,246,bantam,male,25,59,61,82,71,40,72,65,68,18,45,43,66,28,23,82,16,78,73,10,36,39,80,61,43,38,55,31,84,38,73,10,40,44,56
Rater044,23,male,Deutsch,m254_karachi_stimulus.wav,254,karachi,male,34,77,41,44,64,45,71,81,40,30,22,44,47,39,22,66,16,70,43,41,57,30,46,64,42,40,74,33,66,36,62,58,48,36,55
Rater044,23,male,Deutsch,m264_stpeterport_stimulus.wav,264,stpeterport,male,22,43,66,41,46,41,63,70,45,40,59,23,40,56,15,44,28,65,66,40,45,33,56,81,64,39,59,56,72,46,37,61,27,56,45
Rater044,23,male,Deutsch,m294_portauprince_stimulus.wav,294,portauprince,male,22,6,43,59,16,44,67,39,36,73,44,57,57,15,71,27,68,34,81,75,47,38,40,36,47,72,54,46,53,40,52,30,55,45,62
Rater044,23,male,Deutsch,w009_durres_stimulus.wav,009,durres,female,30,73,61,22,42,29,89,34,74,4,25,29,41,42,22,58,16,73,90,34,46,14,74,31,45,31,46,39,83,29,62,29,69,45,68
Rater044,23,male,Deutsch,w011_jerusalem_stimulus.wav,011,jerusalem,female,21,65,27,77,59,82,76,38,46,31,64,28,59,64,43,9,38,21,80,39,18,87,13,72,30,58,25,82,46,33,19,38,26,64,62
Rater044,23,male,Deutsch,w034_burntpine_stimulus.wav,034,burntpine,female,26,22,66,77,23,30,70,26,36,41,82,67,69,32,87,84,76,43,65,79,20,61,89,19,36,91,11,63,39,68,32,30,65,61,70
Rater044,23,male,Deutsch,w039_bangui_stimulus.wav,039,bangui,female,33,16,78,28,36,18,60,23,38,42,75,59,67,35,41,66,45,60,75,77,85,28,75,29,34,85,39,46,41,46,51,31,58,8,57
Rater044,23,male,Deutsch,w056_damascus_stimulus.wav,056,damascus,female,27,70,76,31,66,33,49,90,83,13,21,26,39,25,16,71,11,68,86,16,20,19,87,20,62,42,0,53,72,28,61,48,70,11,43
Rater044,23,male,Deutsch,w065_amuri_stimulus.wav,065,amuri,female,23,46,77,59,28,42,62,71,65,15,40,39,44,58,30,66,27,55,38,34,31,55,71,59,58,63,32,60,38,37,43,38,32,58,44
Rater044,23,male,Deutsch,w113_dili_stimulus.wav,113,dili,female,23,34,70,72,37,9,38,26,27,86,80,94,70,6,80,38,69,79,63,74,69,58,26,17,36,78,20,29,9,89,52,63,74,31,34
Rater044,23,male,Deutsch,w125_hamhung_stimulus.wav,125,hamhung,female,29,7,74,66,17,13,77,12,10,60,96,58,67,14,65,68,90,43,64,85,26,35,62,30,30,91,12,64,15,39,42,22,61,61,33
Rater044,23,male,Deutsch,w151_allsaints_stimulus.wav,151,allsaints,female,26,72,82,17,35,20,44,80,37,21,66,71,29,35,22,79,25,91,85,22,66,3,70,21,73,13,27,42,80,30,73,60,78,6,18
Rater044,23,male,Deutsch,w159_adamstown_stimulus.wav,159,adamstown,female,21,87,78,35,76,18,66,82,90,6,31,69,38,32,15,79,20,93,71,20,65,8,71,29,54,18,32,25,47,39,74,37,53,9,42
Rater044,23,male,Deutsch,w167_rundu_stimulus.wav,167,rundu,female,25,19,62,77,3,29,81,21,31,25,77,46,69,35,57,72,30,59,72,60,20,33,93,35,33,64,9,51,43,63,51,13,62,64,64
Rater044,23,male,Deutsch,w174_reykjavik_stimulus.wav,174,reykjavik,female,25,96,81,6,93,25,76,92,95,15,19,14,3,35,11,67,12,93,75,6,82,13,69,61,92,9,27,9,84,15,70,11,36,6,36
Rater044,23,male,Deutsch,w192_gonaives_stimulus.wav,192,gonaives,female,23,20,64,24,32,28,36,24,67,33,39,70,41,33,28,64,31,73,30,63,60,26,71,28,42,67,13,35,31,39,62,75,64,35,41
Rater044,23,male,Deutsch,w195_aljahra_stimulus.wav,195,aljahra,female,26,21,59,63,31,28,43,25,35,65,70,62,58,28,63,28,65,21,72,66,20,61,35,61,35,64,24,67,30,59,19,33,57,69,40
Rater044,23,male,Deutsch,w204_nukualofa_stimulus.wav,204,nukualofa,female,31,74,63,21,41,30,79,70,60,63,36,58,70,40,67,83,25,26,85,26,26,29,72,36,65,41,32,62,73,30,39,38,31,58,30
Rater044,23,male,Deutsch,w251_mutsamudu_stimulus.wav,251,mutsamudu,female,35,38,67,25,35,31,76,36,82,21,85,37,68,33,27,69,22,68,35,24,90,30,67,86,68,71,39,41,72,26,59,67,24,14,42
Rater044,23,male,Deutsch,w252_thessaloniki_stimulus.wav,252,thessaloniki,female,21,59,37,44,61,77,68,71,27,44,63,19,61,81,45,14,57,26,83,55,40,79,90,66,37,66,39,85,64,30,16,39,39,61,76
Rater044,23,male,Deutsch,w257_nasinu_stimulus.wav,257,nasinu,female,25,11,78,89,17,8,69,20,14,85,96,97,86,8,79,95,97,83,100,96,59,59,96,5,25,94,18,28,43,89,51,3,77,18,26
Rater044,23,male,Deutsch,w267_apia_stimulus.wav,267,apia,female,25,46,62,38,42,25,69,44,39,46,38,67,43,39,28,60,25,68,37,37,72,42,87,41,56,63,39,47,30,39,52,62,47,16,37
Rater044,23,male,Deutsch,w275_wellington_stimulus.wav,275,wellington,female,28,70,71,20,68,10,38,88,81,37,14,73,16,43,10,68,11,79,72,18,32,12,81,21,69,12,34,20,88,31,72,80,53,33,29
Rater044,23,male,Deutsch,w284_bangkok_stimulus.wav,284,bangkok,female,25,8,61,71,9,44,38,10,26,71,87,59,67,17,63,40,82,46,85,78,27,62,39,26,35,81,25,56,37,69,41,16,62,58,63
Rater044,23,male,Deutsch,w292_douala_stimulus.wav,292,douala,female,19,58,24,32,31,80,62,60,42,33,47,42,61,60,55,35,57,21,77,66,31,65,35,80,54,64,41,87,55,31,23,37,22,72,63
Rater044,23,male,Deutsch,w296_avarua_d5.wav,296,avarua,female,21,46,63,31,45,20,46,74,22,36,39,65,41,44,23,72,31,73,32,46,44,28,70,72,62,54,39,66,46,38,52,77,27,62,43
Rater045,23,female,Schwedisch,m004_linden_stimulus.wav,004,linden,male,29,43,52,36,49,38,56,43,43,57,58,61,58,47,64,54,65,46,43,54,41,57,61,41,51,54,47,55,67,56,37,44,45,55,59
Rater045,23,female,Schwedisch,m030_sanaa_stimulus.wav,030,sanaa,male,28,53,44,42,53,55,58,65,54,40,53,44,55,64,42,54,60,43,54,46,55,46,55,46,52,48,48,57,56,37,33,48,53,55,62
Rater045,23,female,Schwedisch,m041_bucharest_stimulus.wav,041,bucharest,male,24,39,60,61,39,33,45,40,38,56,58,63,65,42,59,55,57,55,44,53,54,55,59,43,39,62,66,56,37,54,43,55,57,35,57
Rater045,23,female,Schwedisch,m061_alrayyan_stimulus.wav,061,alrayyan,male,30,43,74,90,33,40,56,44,42,54,57,65,64,40,62,56,56,57,54,52,63,55,45,41,42,61,83,58,43,65,37,44,57,36,57
Rater045,23,female,Schwedisch,m082_dubai_stimulus.wav,082,dubai,male,24,45,53,52,55,43,54,45,45,53,57,56,57,48,57,55,47,54,47,54,68,54,54,44,47,56,83,53,58,58,38,54,56,32,53
Rater045,23,female,Schwedisch,m092_saopaulo_stimulus.wav,092,saopaulo,male,26,52,37,24,61,59,61,60,57,63,62,39,57,61,39,42,39,37,43,46,47,43,61,42,59,52,15,64,62,36,25,58,22,61,56
Rater045,23,female,Schwedisch,m093_ganja_stimulus.wav,093,ganja,male,26,43,39,53,54,52,52,56,46,55,52,52,59,53,44,45,48,46,48,53,45,54,58,43,46,54,54,57,55,55,31,45,54,44,63
Rater045,23,female,Schwedisch,m114_istanbul_stimulus.wav,114,istanbul,male,21,42,55,53,56,46,54,46,48,53,58,56,58,45,53,56,53,47,45,55,46,56,55,46,47,54,60,57,45,52,39,46,51,47,56
Rater045,23,female,Schwedisch,m177_baku_stimulus.wav,177,baku,male,28,59,59,56,42,39,56,62,46,34,39,43,44,43,45,74,45,47,62,34,59,34,58,46,53,47,73,59,54,47,33,44,52,35,42
Rater045,23,female,Schwedisch,m196_dublin_stimulus.wav,196,dublin,male,30,40,59,44,44,42,48,41,41,57,62,60,61,44,60,46,56,53,45,68,55,59,59,41,47,62,55,54,45,53,48,55,46,55,72
Rater045,23,female,Schwedisch,m206_yerevan_stimulus.wav,206,yerevan,male,27,43,44,44,45,53,49,43,52,54,55,47,53,46,44,54,55,43,45,54,47,54,54,46,48,54,43,57,52,52,41,47,54,56,53
Rater045,23,female,Schwedisch,m207_birkirkara_stimulus.wav,207,birkirkara,male,25,60,58,42,45,53,56,59,54,38,46,43,47,58,46,55,33,44,62,38,56,45,45,51,53,45,86,56,62,47,52,56,54,33,44
Rater045,23,female,Schwedisch,m227_muscat_stimulus.wav,227,muscat,male,26,47,44,45,52,52,53,54,57,44,53,46,51,62,44,57,43,45,60,47,43,48,57,47,54,47,41,53,55,43,39,47,46,48,53
Rater045,23,female,Schwedisch,m237_gagra_stimulus.wav,237,gagra,male,20,44,60,42,45,43,43,41,46,57,54,58,55,42,57,45,56,58,44,58,39,59,39,45,52,55,38,42,41,54,55,45,45,57,46
Rater045,23,female,Schwedisch,m264_stpeterport_stimulus.wav,264,stpeterport,male,22,43,58,40,56,43,45,37,47,56,58,64,53,43,55,45,56,55,45,60,25,55,47,44,53,56,33,56,46,57,37,54,33,68,58
Rater045,23,female,Schwedisch,m297_vaduz_stimulus.wav,297,vaduz,male,22,58,43,46,47,56,57,61,47,46,44,42,47,53,43,47,45,43,54,46,58,52,53,44,47,53,59,57,56,44,38,45,55,48,55
Rater045,23,female,Schwedisch,m298_copenhagen_stimulus.wav,298,copenhagen,male,27,45,53,57,37,45,53,53,54,53,53,52,62,45,52,59,46,45,45,52,55,54,58,44,46,53,65,53,47,54,42,55,47,56,57
Rater045,23,female,Schwedisch,w013_freetown_stimulus.wav,013,freetown,female,34,57,27,45,60,64,59,61,59,52,60,37,57,59,30,56,35,32,60,40,60,59,56,38,43,47,40,59,62,36,43,45,61,59,64
Rater045,23,female,Schwedisch,w048_lome_stimulus.wav,048,lome,female,21,41,35,41,56,60,58,58,55,55,58,53,60,60,44,59,38,44,40,43,45,45,62,44,40,57,41,69,53,39,35,44,45,45,66
Rater045,23,female,Schwedisch,w049_manama_stimulus.wav,049,manama,female,28,43,58,56,65,44,59,42,45,59,56,59,62,45,45,46,64,46,43,58,15,57,42,35,44,60,19,57,43,55,46,44,34,72,59
Rater045,23,female,Schwedisch,w063_sanjuan_stimulus.wav,063,sanjuan,female,28,44,62,63,35,40,38,57,46,45,40,58,45,40,55,56,54,57,45,46,55,45,41,52,54,46,48,45,45,55,52,44,52,38,47
Rater045,23,female,Schwedisch,w105_beijing_stimulus.wav,105,beijing,female,30,74,59,36,36,41,57,65,62,44,41,40,43,62,41,62,34,59,58,32,56,42,41,54,56,41,55,59,64,38,44,65,59,34,41
Rater045,23,female,Schwedisch,w109_antwerp_stimulus.wav,109,antwerp,female,25,58,36,38,58,41,41,43,62,64,60,60,62,44,64,43,64,61,43,59,31,59,58,41,58,60,33,59,42,38,35,40,43,62,62
Rater045,23,female,Schwedisch,w110_gothenburg_stimulus.wav,110,gothenburg,female,21,44,69,56,47,33,42,43,35,58,60,63,57,42,60,46,58,64,43,53,56,44,45,54,47,56,46,45,39,57,53,42,45,46,48
Rater045,23,female,Schwedisch,w115_moscow_stimulus.wav,115,moscow,female,34,32,61,58,41,28,40,28,63,61,71,63,60,32,64,40,67,61,42,64,40,60,38,39,38,65,36,66,39,61,57,38,62,60,58
Rater045,23,female,Schwedisch,w121_sanmarino_stimulus.wav,121,sanmarino,female,25,35,63,64,61,25,38,23,39,66,40,73,58,36,71,35,60,64,37,63,18,63,39,56,39,60,24,41,39,61,43,59,32,74,40
Rater045,23,female,Schwedisch,w144_mindelo_stimulus.wav,144,mindelo,female,30,53,56,54,60,43,57,61,42,48,45,43,54,59,55,56,43,48,59,41,53,46,56,48,48,44,47,56,55,40,46,53,54,31,46
Rater045,23,female,Schwedisch,w153_zarqa_stimulus.wav,153,zarqa,female,24,41,55,56,43,42,52,41,42,52,55,56,53,44,54,53,58,52,45,58,52,57,43,47,46,56,41,52,41,56,47,46,55,46,53
Rater045,23,female,Schwedisch,w168_philipsburg_stimulus.wav,168,philipsburg,female,33,60,21,37,61,75,70,62,66,35,61,21,54,63,30,72,38,39,59,25,54,39,94,36,63,59,55,62,85,22,31,66,44,46,54
Rater045,23,female,Schwedisch,w175_bergen_stimulus.wav,175,bergen,female,26,61,40,42,60,60,60,61,59,44,63,24,58,63,34,57,39,42,57,36,57,37,67,42,44,43,45,63,70,32,39,65,55,41,58
Rater045,23,female,Schwedisch,w186_santodomingo_stimulus.wav,186,santodomingo,female,20,41,42,54,45,52,44,57,46,58,56,53,54,55,53,54,48,46,44,55,41,55,53,45,45,53,41,45,47,46,55,46,44,55,56
Rater045,23,female,Schwedisch,w195_aljahra_stimulus.wav,195,aljahra,female,26,25,38,23,66,64,66,59,60,31,65,35,71,67,37,66,46,36,33,43,33,34,68,38,33,61,17,90,93,32,22,64,66,63,67
Rater045,23,female,Schwedisch,w201_niamey_stimulus.wav,201,niamey,female,26,67,67,62,39,36,42,42,33,64,78,66,61,62,65,40,64,68,62,59,39,36,68,42,61,62,66,37,31,63,61,44,62,36,63
Rater045,23,female,Schwedisch,w238_botown_stimulus.wav,238,botown,female,28,39,64,60,42,42,43,35,42,58,58,66,56,46,64,46,62,57,45,58,45,60,57,45,41,56,37,42,33,59,47,42,53,43,56
Rater045,23,female,Schwedisch,w269_warsaw_stimulus.wav,269,warsaw,female,27,43,62,55,45,40,48,53,44,56,44,44,46,56,60,55,44,60,55,47,54,42,64,55,46,47,55,45,58,53,53,56,54,39,59
Rater045,23,female,Schwedisch,w279_diredawa_stimulus.wav,279,diredawa,female,23,62,31,36,61,62,60,73,60,35,66,36,60,67,36,65,28,36,63,36,59,59,67,41,59,41,41,64,62,38,26,41,60,61,59
Rater045,23,female,Schwedisch,w281_naypyidaw_stimulus.wav,281,naypyidaw,female,25,59,52,44,45,45,47,58,40,47,39,47,47,58,55,54,42,46,46,45,42,53,55,51,45,48,42,54,48,46,47,53,52,53,45
Rater045,23,female,Schwedisch,w290_bujumbura_stimulus.wav,290,bujumbura,female,26,39,39,53,59,62,53,54,56,54,59,43,61,59,34,46,45,42,43,55,34,55,54,39,46,55,35,55,60,43,45,53,48,61,63
Rater045,23,female,Schwedisch,w293_capetown_stimulus.wav,293,capetown,female,26,39,60,42,43,44,63,43,45,54,62,58,58,42,59,54,58,52,42,57,56,57,45,43,41,59,47,57,40,56,46,40,43,63,54
Rater045,23,female,Schwedisch,w296_avarua_d5.wav,296,avarua,female,21,36,43,42,46,56,47,54,46,53,44,53,55,45,45,54,55,43,56,45,45,53,56,43,47,58,37,56,45,44,42,46,45,47,59
Rater046,23,female,Chinesisch,m019_banjul_stimulus.wav,019,banjul,male,30,46,54,52,47,55,44,55,46,56,54,56,47,47,48,47,57,56,54,46,46,46,47,54,53,52,58,45,46,43,55,54,46,54,53
Rater046,23,female,Chinesisch,m020_edinburghofthesevenseas_stimulus.wav,020,edinburghofthesevenseas,male,31,59,54,45,55,55,42,52,60,46,53,44,46,54,53,57,47,55,48,46,42,46,43,53,48,46,62,46,47,53,33,47,47,43,47
Rater046,23,female,Chinesisch,m053_cork_stimulus.wav,053,cork,male,20,47,47,53,44,54,46,52,47,53,55,46,46,55,46,48,40,45,45,38,52,55,43,46,47,54,53,53,44,47,47,46,52,55,47
Rater046,23,female,Chinesisch,m079_ebeye_stimulus.wav,079,ebeye,male,32,53,52,55,42,47,52,47,45,44,45,52,53,52,55,57,45,45,54,47,38,42,52,59,54,53,62,56,47,47,44,46,54,44,58
Rater046,23,female,Chinesisch,m085_newyorkcity_stimulus.wav,085,newyorkcity,male,22,46,65,62,40,42,64,40,38,63,56,63,59,36,35,63,58,33,61,62,35,43,65,33,29,60,62,38,58,56,35,58,71,33,59
Rater046,23,female,Chinesisch,m093_ganja_stimulus.wav,093,ganja,male,26,46,54,45,40,55,47,37,47,53,53,49,55,42,55,60,63,45,56,56,44,56,60,57,44,61,62,56,56,55,44,53,60,30,54
Rater046,23,female,Chinesisch,m096_helsinki_stimulus.wav,096,helsinki,male,21,55,56,45,54,53,45,53,52,43,52,46,47,55,47,55,41,47,44,42,36,44,45,57,56,45,62,44,45,54,54,46,37,46,47
Rater046,23,female,Chinesisch,m098_marigot_stimulus.wav,098,marigot,male,31,63,55,53,55,47,53,53,45,53,53,54,54,54,44,47,48,56,53,53,66,46,44,56,55,54,62,47,47,48,37,53,45,19,44
Rater046,23,female,Chinesisch,m131_shusha_stimulus.wav,131,shusha,male,27,46,55,45,43,46,57,40,54,44,55,45,55,43,58,44,63,47,56,61,53,46,44,47,55,54,68,47,56,55,45,52,57,56,46
Rater046,23,female,Chinesisch,m173_ulaanbaatar_stimulus.wav,173,ulaanbaatar,male,22,53,53,52,53,47,53,48,47,45,46,54,46,45,48,54,46,47,53,45,52,55,44,47,54,53,47,55,46,47,56,47,53,56,52
